T拼音	汉字	类别	意符	通用语	释义
sa1	仨	规律	gl	salgl	三个
sa1	撒	(自由)		sa	放开，发出
sa1	撒	自由	zy	salzy	放开，发出
sa1	挲	指法	vf	salvf	〔摩挲〕用手轻轻按着一下一下地移动
sa3	撒	手控	uk	safuk	散播，散布，散落
sa3	洒	(农耕)		saf	使水或其他东西分散地落下
sa3	洒	农耕	ng	safng	使水或其他东西分散地落下
sa4	卅	[规律]	g	sadg	三十
sa4	飒	[拟词]	n	sadn	形容风声
sa4	脎	[化学]	h	sadh	有机化合物的一类
sa4	萨	(祖姓)		sad	姓氏
sa4	萨	祖姓	zx	sadzx	姓氏
sai1	塞	(屏蔽)		sai	堵，填满空隙
sai1	塞	屏蔽	pb	sailpb	堵，填满空隙
sai1	腮	(躯体)		sail	面颊的下半部，脸的两旁
sai1	腮	躯体	qt	sailqt	面颊的下半部，脸的两旁
sai1	噻	[化学]	h	sailh	〔噻唑〕有机化合物。供制药物和染料用
sai1	鳃	器官	qg	sailqg	多数水生动物的呼吸器官，用来吸收溶解在水中的氧。鱼鳃主要生在头部两侧
sai1	思	仪态	yt	sailyt	〔于思〕多胡须的样子
sai4	塞	场所	is	saidis	边界上险要地方
sai4	赛	(比赛)		said	比胜负，比好坏，竞争
sai4	赛	比赛	bs	saidbs	比胜负，比好坏，竞争
san1	三	(规律)		san	数名，二加一
san1	三	(规律)		san	数名，二加一
san1	三	规律	gl	sanlgl	数名，二加一
san1	叁	"规律,大写"	gldx	sanlgldx	“三”的大写
san1	毵	(形容)		sanl	〔毵毵〕形容毛发、枝条等细长的样子
san1	毵	形容	xr	sanlxr	〔毵毵〕形容毛发、枝条等细长的样子
san3	伞	用具	yj	sanfyj	挡雨或遮太阳的用具，可张可收
san3	散	(质感)		sanf	零碎的
san3	散	质感	vg	sanfvg	零碎的
san3	糁	谷物	gw	sanfgw	方言，米粒（指煮熟的）
san3	馓	米面	mm	sanfmm	〔馓子〕一种油炸的食品，古时环钏形，现在细如面条，呈栅状
san4	散	(耗散)		sand	分开，由聚集而分离
san4	散	耗散	hs	sandhs	分开，由聚集而分离
sang1	桑	(木本)		sagl	落叶灌木，叶子可以喂蚕，果穗味甜可食，木材可制家具或农具，皮可造纸，叶、果均可入药
sang1	桑	木本	mb	saglmb	落叶灌木，叶子可以喂蚕，果穗味甜可食，木材可制家具或农具，皮可造纸，叶、果均可入药
sang1	丧	(死亡)		sag	跟死了人有关的事
sang1	丧	死亡	sw	saglsw	跟死了人有关的事
sang3	嗓	(器官)		sagf	喉咙
sang3	嗓	器官	qg	sagfqg	喉咙
sang3	搡	对抗	dk	sagfdk	用力推
sang3	磉	土建	tj	sagftj	柱下的石礅
sang3	颡	[躯体]	q	sagfq	额，脑门儿
sang4	丧	(损失)		sagd	丢掉，失去
sang4	丧	损失	su	sagdsu	丢掉，失去
sao1	缲	"技能,排序"	jnp	saoljnp	把蚕茧浸在滚水里抽丝
sao1	搔	(指法)		saol	挠，用手指甲轻刮
sao1	搔	指法	vf	saolvf	挠，用手指甲轻刮
sao1	骚	(侵害)		sao	动乱，扰乱，不安定
sao1	骚	侵害	qh	saolqh	动乱，扰乱，不安定
sao1	缫	技能	jn	saoljn	把蚕茧浸在滚水里抽丝
sao1	臊	味道	wd	saolwd	像尿或狐狸的气味
sao1	鳋	虫子	iz	saoliz	古书上说的一种像鳣的鱼
sao3	扫	(剥离)		saof	拿笤帚等除去尘土或垃圾
sao3	扫	剥离	bl	saofbl	拿笤帚等除去尘土或垃圾
sao3	嫂	家族	jz	saofjz	哥哥的妻子
sao4	臊	(羞愧)		saod	害羞
sao4	臊	羞愧	xk	saodxk	害羞
sao4	扫	用具	yj	saodyj	〔扫帚〕以竹枝等扎成的扫地用具
sao4	埽	组合	zh	saodzh	治河时用来护堤堵口的器材，用树枝、秫秸、石头等捆扎而成
sao4	瘙	体感	tg	saodtg	像长疥疮那样发痒
sao4	梢	几何	jh	saodjh	条状物的较细的一头
se4	塞	屏蔽	pb	sedpb	堵，填满空隙
se4	色	(光泽)		sed	由物体发射、反射的光通过视觉而产生的印象
se4	色	光泽	gz	sedgz	由物体发射、反射的光通过视觉而产生的印象
se4	涩	肤觉	fj	sedfj	不光滑，不滑溜
se4	啬	物欲	wy	sedwy	小气，该用的财物舍不得用
se4	铯	元素	ys	sedys	"一种金属元素Cs，色白质软，在空气中容易氧化,熔点301.59K(28.44℃)"
se4	瑟	乐器	yq	sedyq	弦乐器，似琴
se4	穑	农耕	ng	sedng	收割谷物，亦泛指耕作
sen1	森	(繁荣)		sen	树木众多，引申为众多、繁盛
sen1	森	繁荣	fr	senlfr	树木众多，引申为众多、繁盛
seng1	僧	(角色)		seg	佛教指出家修行的人，梵语“僧伽”的简称
seng1	僧	角色	js	segljs	佛教指出家修行的人，梵语“僧伽”的简称
sha1	杀	(致命)		sha	使人或动物失去生命
sha1	杀	致命	vm	shalvm	使人或动物失去生命
sha1	沙	(物产)		shal	非常细碎的石粒
sha1	沙	物产	wi	shalwi	非常细碎的石粒
sha1	纱	服料	fl	shalfl	用棉花或麻等纺成的细缕，用它可以捻成线或织成布
sha1	刹	平衡	ph	shalph	止住
sha1	砂	"物产,排序"	wip	shalwip	同“沙”非常细碎的石粒
sha1	莎	[名称]	m	shalm	用于人名、地名。莎车，地名，在新疆
sha1	铩	兵器	bq	shalbq	古代一种长矛
sha1	痧	疾病	jb	shaljb	〔痧子〕麻疹的俗称
sha1	裟	服装	fv	shalfv	袈裟，僧衣
sha1	鲨	鱼类	yl	shalyl	〔鲨鱼〕海洋中的大鱼，种类很多
sha1	煞	收缩	us	shalus	勒紧，扣紧
sha1	杉	木本	mb	shalmb	常绿乔木，树干很高很直
sha1	挲	扩张	kv	shalkv	〔摩挲〕用手轻轻按着一下一下地移动
sha3	傻	(才情)		shaf	老实，死心眼而不知变通
sha3	傻	才情	cq	shafcq	老实，死心眼而不知变通
sha4	嗄	痛苦	tk	shadtk	嗓音嘶哑
sha4	沙	剥离	bl	shadbl	经过摇动把某东西里的杂物集中，以便清除
sha4	唼	[拟词]	n	shadn	〔唼喋〕形容鱼、鸟吃东西的声音
sha4	啥	[代词]	d	shadd	方言，怎么
sha4	歃	嘴部	zb	shadzb	用嘴吸取
sha4	煞	[副词]	f	shadf	极，很
sha4	霎	天气	tq	shadtq	小雨
sha4	厦	(房子)		shad	大屋子
sha4	厦	房子	fz	shadfz	大屋子
shai1	筛	(组合)		shai	用竹子或金属等做成的一种有孔的器具，可以把细东西漏下去，粗的留下，称“筛子”
shai1	筛	组合	zh	shailzh	用竹子或金属等做成的一种有孔的器具，可以把细东西漏下去，粗的留下，称“筛子”
shai1	酾	(操作)		shail	滤酒
shai1	酾	操作	cz	shailcz	滤酒
shai3	色	(光泽)		shaif	由物体发射、反射的光通过视觉而产生的印象
shai3	色	光泽	gz	shaifgz	由物体发射、反射的光通过视觉而产生的印象
shai4	晒	(耗能)		shaid	把东西放在太阳光下使它干燥
shai4	晒	耗能	hn	shaidhn	把东西放在太阳光下使它干燥
shan1	山	(地形)		shan	地面形成的高耸的部分
shan1	山	地形	dx	shanldx	地面形成的高耸的部分
shan1	删	传媒	im	shanlim	削除文辞中的某些字句
shan1	杉	木本	mb	shanlmb	常绿乔木，树干很高很直
shan1	芟	劳作	lz	shanllz	割草，引申为除去
shan1	姗	形容	xr	shanlxr	〔姗姗〕形容走路缓缓从容的样子
shan1	衫	(服装)		shanl	上衣，单褂
shan1	衫	服装	fv	shanlfv	上衣，单褂
shan1	钐	元素	ys	shanlys	一种金属元素Sm，灰白色，有放射性，稀土金属
shan1	埏	[操作]	c	shanlc	用水和土；和泥
shan1	珊	虫子	iz	shanliz	〔珊瑚〕由一种叫珊瑚虫的腔肠动物的外骨骼聚集而成
shan1	舢	载具	zj	shanlzj	〔舢舨〕近海和江河上用桨划的小船
shan1	跚	动态	dt	shanldt	〔蹒跚〕走路缓慢、摇摆之态
shan1	煽	劝说	qu	shanlqu	鼓动别人去做不应该做的事
shan1	潸	"分泌,样貌"	fmy	shanlfmy	形容流泪
shan1	膻	气味	qw	shanlqw	像羊肉的气味
shan1	苫	掩盖	yg	shanlyg	草帘子，草垫子
shan1	扇	手控	uk	shanluk	摇动扇子或其它东西，使空气加速流动成风
shan1	栅	器材	qc	shanlqc	〔光栅〕产生光的衍射图像的光学仪器
shan3	掺	手控	uk	shanfuk	持，握
shan3	闪	(天气)		shanf	天空的电光
shan3	闪	天气	tq	shanftq	天空的电光
shan3	陕	地区	dq	shanfdq	陕西省的简称
shan4	禅	政务	vw	shandvw	帝王的祭地之礼
shan4	单	府县	fx	shandfx	[单县]地名，在山东
shan4	掸	族群	zq	shandzq	缅甸民族之一，大多数居住在掸邦
shan4	钐	切入	qr	shandqr	抡开镰刀割
shan4	讪	宣泄	xx	shandxx	讥笑
shan4	汕	地名	dm	shanddm	汕头汕尾，地名，都在广东
shan4	疝	疾病	jb	shandjb	病，某一脏器通过周围组织较薄弱的地方而隆起
shan4	苫	掩盖	yg	shandyg	用席、布等遮盖
shan4	剡	河川	hi	shandhi	〔剡溪〕水名，在中国浙江省
shan4	扇	用具	yj	shandyj	摇动生风取凉的用具
shan4	善	(评判)		shand	心地仁爱，品质淳厚
shan4	善	评判	pp	shandpp	心地仁爱，品质淳厚
shan4	骟	畜牧	xm	shandxm	割去牲畜的睾丸或卵巢
shan4	鄯	邦国	bg	shandbg	〔鄯善〕古代西域国名
shan4	缮	[操作]	c	shandc	修补，整治
shan4	嬗	变化	bh	shandbh	更替，变迁
shan4	擅	意念	yn	shandyn	超越职权，自作主张
shan4	膳	菜饭	cf	shandcf	饭食
shan4	赡	送给	sg	shandsg	供给人财物
shan4	蟮	虫子	iz	shandiz	[蛐蟮]，蟋蟀
shan4	鳝	鱼类	yl	shandyl	〔鳝鱼〕形状像蛇，身体黄色有黑斑，生活在水边泥洞里，肉可食
shang1	伤	(疾病)		shagl	受损坏的地方
shang1	伤	疾病	jb	shagljb	受损坏的地方
shang1	殇	死亡	sw	shaglsw	未成年而死
shang1	商	(沟通)		shag	两个以上的人在一起计划
shang1	商	沟通	gt	shaglgt	两个以上的人在一起计划
shang1	觞	餐具	cj	shaglcj	古代酒器
shang1	墒	农耕	ng	shaglng	田地里土壤的湿度
shang1	熵	物理	wl	shaglwl	物理学上指热能除以温度所得的商，标志热量转化为功的程度
shang1	汤	水文	uw	shagluw	热水
shang3	垧	衡量	hl	shagfhl	中国计算土地面积的单位
shang3	晌	时日	ur	shagfur	一天内的一段时间，一会儿
shang3	赏	(送给)		shagf	指地位高的人或长辈给地位低的人或晚辈财物
shang3	赏	送给	sg	shagfsg	指地位高的人或长辈给地位低的人或晚辈财物
shang3	上	声音	uy	shagfuy	〔上声〕汉语声调之一，普通话上声（第三声）
shang4	上	(方位)		shagd	位置在高处的，与“下”相对
shang4	上	方位	fw	shagdfw	位置在高处的，与“下”相对
shang4	尚	[副词]	f	shagdf	还，仍然
shang4	绱	劳作	lz	shagdlz	将鞋帮与鞋底缝合
shang5	裳	(服装)		shagm	〔衣裳〕衣服
shang5	裳	服装	fv	shagmfv	〔衣裳〕衣服
shao1	鞘	器材	qc	shaolqc	拴在鞭子末端的细皮条
shao1	捎	搬运	by	shaolby	顺便给别人带东西
shao1	梢	茎干	jg	shaoljg	树枝或条状物的末端
shao1	烧	(耗能)		shao	使东西着火
shao1	烧	耗能	hn	shaolhn	使东西着火
shao1	稍	(副词)		shaol	本义为禾末，引申为略微
shao1	稍	副词	fc	shaolfc	本义为禾末，引申为略微
shao1	筲	盛器	iq	shaoliq	一种盛饭用的竹筐
shao1	艄	机械	jx	shaoljx	船尾
shao1	蛸	变态	bt	shaolbt	〔蟏蛸〕蜘蛛的一种，腿很长，结网成车轮状
shao2	杓	"餐具,排序"	cjp	shaokcjp	同“勺”一种有柄的可以舀取东西的器具
shao2	勺	(餐具)		shaok	一种有柄的可以舀取东西的器具
shao2	勺	餐具	cj	shaokcj	一种有柄的可以舀取东西的器具
shao2	芍	草本	cb	shaokcb	〔芍药〕多年生草本植物，羽状复叶，小叶卵形或披针形
shao2	苕	菜蔬	cu	shaokcu	〔红苕〕甘薯的别称
shao2	韶	音乐	yy	shaokyy	古代乐曲名
shao3	少	(差异)		shaof	数量小的，与“多”相对
shao3	少	差异	iy	shaofiy	数量小的，与“多”相对
shao4	稍	规程	gi	shaodgi	〔稍息〕军事或体操的口令
shao4	少	次序	cx	shaodcx	年纪轻或年轻人
shao4	劭	劝说	qu	shaodqu	劝勉，自强
shao4	邵	[祖姓]	z	shaodz	姓氏
shao4	绍	(连贯)		shaod	连续，继承
shao4	绍	连贯	lg	shaodlg	连续，继承
shao4	哨	察看	ik	shaodik	巡逻，警戒防守的岗位
shao4	潲	流动	ld	shaodld	雨点被风吹得斜洒
shao4	召	历史	lu	shaodlu	周朝国名，在今陕西凤翔一带
she1	奢	(物欲)		she	用钱没有节制，过分享受
she1	奢	物欲	wy	shelwy	用钱没有节制，过分享受
she1	猞	[哺乳]	b	shelb	〔猞猁〕哺乳动物，像狸猫，毛多淡黄色，有黑斑，四肢粗长，能爬树，性凶猛
she1	赊	(交易)		shel	买卖货物时延期付款或收款
she1	赊	交易	jy	sheljy	买卖货物时延期付款或收款
she1	畲	族群	zq	shelzq	〔畲族〕少数民族，主要分布于福建省、浙江省
she2	舌	器官	qg	shekqg	人或动物嘴里辨别滋味、帮助咀嚼和发音的器官
she2	佘	[祖姓]	z	shekz	姓氏
she2	蛇	爬类	pl	shekpl	爬行动物，身体细长，体上有鳞，没有四肢
she2	折	(突变)		shek	断，弄断
she2	折	突变	tb	shektb	断，弄断
she3	舍	(抛弃)		shef	舍弃
she3	舍	抛弃	pq	shefpq	舍弃
she4	舍	房子	fz	shedfz	居住的房子
she4	厍	乡村	xc	shedxc	方言，村庄
she4	设	[操作]	c	shedc	布置，安排
she4	社	(场所)		shed	古代指土地神和祭祀土地神的地方、日子以及祭礼
she4	社	场所	is	shedis	古代指土地神和祭祀土地神的地方、日子以及祭礼
she4	射	突变	tb	shedtb	气体或液体等受到压力迅速流出
she4	涉	奔走	bz	shedbz	步行过水
she4	赦	统治	tv	shedtv	免除和减轻刑罚
she4	慑	恐怖	kb	shedkb	恐惧，害怕
she4	摄	纳入	nr	shednr	拿，吸取
she4	滠	河川	hi	shedhi	〔滠水〕水名，在湖北省
she4	麝	[哺乳]	b	shedb	〔麝鼠〕哺乳动物，毛棕黑色
she4	歙	府县	fx	shedfx	〔歙县〕地名，在安徽省
shei2	谁	(代词)		sheik	疑问人称代词
shei2	谁	代词	dc	sheikdc	疑问人称代词
shen1	参	方位	fw	shenlfw	星名，二十八宿之一
shen1	糁	谷物	gw	shenlgw	谷类制成的小渣
shen1	申	类别	lb	shenllb	地支的第九位，属猴
shen1	伸	扩张	kv	shenlkv	舒展开
shen1	身	(躯体)		shenl	人、动物的躯体，物体的主要部分
shen1	身	躯体	qt	shenlqt	人、动物的躯体，物体的主要部分
shen1	侁	"形容,排序A"	xrpa	shenlxrpa	〔侁侁〕众多
shen1	呻	发声	fu	shenlfu	〔呻吟〕痛苦时口中发出哼哼的声音
shen1	绅	服装	fv	shenlfv	古代士大夫束腰的大带子，引申为束绅的人
shen1	诜	"形容,排序"	xrp	shenlxrp	〔诜诜〕古同“莘莘”，众多
shen1	娠	本能	bn	shenlbn	胎儿在母体中微动，泛指怀孕
shen1	砷	元素	ys	shenlys	一种非金属元素As，灰白色，有金属光泽的结晶块，质脆有毒
shen1	深	(空间)		shen	从表面到底或从外面到里面距离大，与“浅”相对
shen1	深	空间	kj	shenlkj	从表面到底或从外面到里面距离大，与“浅”相对
shen1	莘	形容	xr	shenlxr	"众多,如莘莘学子。"
shen2	神	信仰	xy	shenkxy	迷信的人称天地万物的创造者和所崇拜的人死后的精灵
shen2	甚	[代词]	d	shenkd	代词，指不确定的事物
shen2	什	(代词)		shenk	〔什么〕代词，表示疑问
shen2	什	代词	dc	shenkdc	〔什么〕代词，表示疑问
shen3	沈	属性	ux	shenfux	汁：“为榆沈”
shen3	审	(质感)		shenf	详细，周密
shen3	审	质感	vg	shenfvg	详细，周密
shen3	哂	本能	bn	shenfbn	微笑
shen3	矧	连词	lc	shenflc	况且
shen3	谂	认知	rv	shenfrv	思念
shen3	婶	家族	jz	shenfjz	叔父的妻子
shen3	渖	"地市,古字"	dug	shenfdug	辽宁省沈阳市的简称
shen4	葚	果实	gu	shendgu	桑树结的果实：桑葚
shen4	肾	器官	qg	shendqg	人和某些高级动物分泌尿液的器官
shen4	甚	(副词)		shend	很，极
shen4	甚	副词	fc	shendfc	很，极
shen4	胂	[化学]	h	shendh	有机化合物的一类，是砷化氢分子中的氢被羟基替换后生成的化合物
shen4	渗	流动	ld	shendld	液体慢慢地透入或漏出
shen4	慎	态度	td	shendtd	小心，当心
shen4	椹	"果实,排序"	gup	shendgup	同“葚”，桑树的果实
shen4	蜃	虫子	iz	shendiz	蛤蜊：蜃景（亦称“海市蜃楼”）
sheng1	升	上浮	uf	shegluf	向上，高起，提高
sheng1	生	(本能)		sheg	一切可以发育的物体在一定条件下具有了最初的体积和重量，并能发展长大
sheng1	生	本能	bn	sheglbn	一切可以发育的物体在一定条件下具有了最初的体积和重量，并能发展长大
sheng1	声	(能效)		shegl	物体振动时所产生的能引起听觉的波
sheng1	声	能效	nx	sheglnx	物体振动时所产生的能引起听觉的波
sheng1	牲	生命	um	sheglum	家畜
sheng1	胜	"化学,旧字"	hxj	sheglhxj	肽的旧称
sheng1	笙	乐器	yq	sheglyq	管乐器名，一般用十三根长短不同的竹管制成，吹奏
sheng1	甥	家族	jz	shegljz	〔外甥〕姐妹的儿子
sheng2	渑	河川	hi	shegkhi	古水名，在今中国山东省临淄市一带
sheng2	绳	(用具)		shegk	用两股以上的棉麻纤维或棕草等拧成的条状物
sheng2	绳	用具	yj	shegkyj	用两股以上的棉麻纤维或棕草等拧成的条状物
sheng3	省	(物欲)		shegf	俭省，节约，（跟“费”相对）
sheng3	省	物欲	wy	shegfwy	俭省，节约，（跟“费”相对）
sheng3	眚	疾病	jb	shegfjb	眼睛生翳
sheng4	乘	衡量	hl	shegdhl	古代称兵车，四马一车为一乘
sheng4	胜	(获取)		shegd	在斗争或竞赛中打败对方或事业达到预定目的
sheng4	胜	获取	hq	shegdhq	在斗争或竞赛中打败对方或事业达到预定目的
sheng4	圣	典范	df	shegddf	旧时称所谓人格最高尚的、智慧最高超的人
sheng4	晟	光泽	gz	shegdgz	光明
sheng4	盛	猛烈	ml	shegdml	炽烈
sheng4	剩	末尾	mw	shegdmw	多余，余留下来的
sheng4	嵊	府县	fx	shegdfx	〔嵊县〕地名，在浙江省
shi1	尸	死亡	sw	shilsw	死人的身体
shi1	失	抛弃	pq	shilpq	丢：遗失
shi1	师	(角色)		shil	教人的人
shi1	师	角色	js	shiljs	教人的人
shi1	虱	[昆虫]	k	shilk	寄生在人、畜身上的一种小虫，吸食血液，能传染疾病
shi1	诗	文学	wx	shilwx	文学体栽的一种，通过有节奏和韵律的语言反映生活，抒发情感
shi1	施	(做事)		shi	实行
shi1	施	做事	zu	shilzu	实行
shi1	狮	[哺乳]	b	shilb	哺乳动物，雄的脖子上有长鬣，多产于非洲及印度西北部
shi1	湿	肤觉	fj	shilfj	沾了水或是含的水分多，与“干”相对
shi1	蓍	草本	cb	shilcb	〔蓍草〕多年生草本植物，全草可入药，茎、叶可制香料
shi1	酾	剥离	bl	shilbl	疏导，分流
shi1	鲺	虫子	iz	shiliz	节肢动物的一属，体扁，呈椭圆形。前端腹侧有吸吻、口刺和吸盘。寄生于淡水鱼类的体表，吸取血液
shi1	嘘	[叹词]	t	shilt	叹词，表示反对，制止等
shi2	十	(规律)		shik	数名，九加一
shi2	十	规律	gl	shikgl	数名，九加一
shi2	什	[规律]	g	shikg	十（多用于分数或倍数）
shi2	石	物产	wi	shikwi	构成地壳的矿物质硬块
shi2	时	时日	ur	shikur	一切事物不断发展变化所经历的过程
shi2	识	认知	rv	shikrv	知道，认得，能辨别
shi2	实	容量	rl	shikrl	充满
shi2	拾	搬运	by	shikby	捡，从地上拿起
shi2	炻	材料	cl	shikcl	〔炻器〕介于陶器和瓷器之间的一种陶瓷制品
shi2	蚀	侵害	qh	shikqh	损伤，亏缺
shi2	食	嘴部	zb	shikzb	吃：食肉
shi2	埘	土建	tj	shiktj	古代称墙壁上挖洞做成的鸡窝
shi2	莳	草本	cb	shikcb	〔莳萝〕多年生草本植物，果实椭圆形，可做香料，亦称“小茴香”
shi2	寔	[评判]	p	shikp	符合客观情况，真，真诚
shi2	鲥	鱼类	yl	shikyl	〔鲥鱼〕背黑绿色，鳞下多脂肪，是名贵的食用鱼
shi3	史	情况	qk	shifqk	自然界和人类社会的发展过程，亦指记述、研究这些的文字和学科
shi3	矢	兵器	bq	shifbq	箭：流矢。弓矢
shi3	豕	[哺乳]	b	shifb	猪：狼奔豕突
shi3	使	(做事)		shif	用：使用
shi3	使	做事	zu	shifzu	用：使用
shi3	始	开始	ku	shifku	起头，最初，与“终”相对
shi3	驶	奔走	bz	shifbz	马快跑，泛指迅速
shi3	屎	排泄	px	shifpx	大便，粪
shi4	莳	农耕	ng	shidng	移植
shi4	士	等级	dj	shiddj	古代统治阶级中次于卿大夫的一个阶层
shi4	氏	[祖姓]	z	shidz	古代“姓”和“氏”分用。姓是总的，氏是分支，后来姓和氏不分，可以混用
shi4	世	时日	ur	shidur	一个时代，有时特指三十年
shi4	仕	做事	zu	shidzu	做官
shi4	市	场所	is	shidis	做买卖或做买卖的地方
shi4	示	通讯	tx	shidtx	表明，把事物拿出来或指出来使别人知道
shi4	式	[规律]	g	shidg	物体外形的样子
shi4	事	矛盾	md	shidmd	自然界和社会中的现象和活动
shi4	侍	保卫	bw	shidbw	伺候，在旁边陪着
shi4	势	态势	tu	shidtu	权力，威力
shi4	视	眼部	yb	shidyb	看：视觉
shi4	试	探索	ts	shidts	按照预定的想法非正式地做
shi4	饰	日常	ri	shidri	装点得好看
shi4	室	房子	fz	shidfz	屋子，房间，亦指家
shi4	恃	操控	ck	shidck	依赖，仗着
shi4	拭	剥离	bl	shidbl	揩擦
shi4	是	(评判)		shid	表示解释或分类
