词语	T拼音	通用语
美人计	mei3ren2ji4	meirenj
美人鱼	mei3ren2yu2	meirenv
没日没夜	mei2ri4mei2ye4	meirmeiie
美容	mei3rong2	meirog
美容师	mei3rong2shi1	meirogshi
美容厅	mei3rong2ting1	meirogtig
美容院	mei3rong2yuan4	meirogvb
美色	mei3se4	meise
没啥	mei2sha4	meisha
没商量	mei2shang1liang4	meishagliag
没少	mei2shao3	meishao
美声	mei3sheng1	meisheg
没什么	mei2shen2me5	meishenme
没事	mei2shi4	meishi
美食城	mei3shi2cheng2	meishicheg
美食家	mei3shi2jia1	meishijia
美食街	mei3shi2jie1	meishijie
每时每刻	mei3shi2mei3ke4	meishimeik
没事人	mei2shi4ren2	meishiren
每事问	mei3shi4wen4	meishi-un
美术	mei3shu4	meishu
美术馆	mei3shu4guan3	meishugub
美术家	mei3shu4jia1	meishujia
美术界	mei3shu4jie4	meishujie
美术课	mei3shu4ke4	meishuk
媒妁	mei2shuo4	meishuo
没说的	mei2shuo1de5	meishuod
媒妁之言	mei2shuo4zhi1yan2	meishuozhiib
美术片	mei3shu4pian4	meishupib
美术品	mei3shu4pin3	meishupin
美术师	mei3shu4shi1	meishushi
媚俗	mei4su2	meisu
媚态	mei4tai4	meitai
煤炭	mei2tan4	meitan
媒体	mei2ti3	meiti
没挑	mei2tiao1	meitiao
每天	mei3tian1	meitib
眉头	mei2tou2	meitou
没头没脑	mei2tou2mei2nao3	meitoumeinao
没头脑	mei2tou2nao3	meitounao
媚外	mei4wai4	meiuai
每晚	mei3wan3	meiub
没完没了	mei2wan2mei2liao3	meiubmeiliao
没味	mei2wei4	meiui
美文	mei3wen2	meiun
没问题	mei2wen4ti2	meiunti
梅雨	mei2yu3	meiv
美元	mei3yuan2	meivb
每月	mei3yue4	meive
没戏	mei2xi4	meix
没想	mei2xiang3	meixiag
没想到	mei2xiang3dao4	meixiagdao
媚笑	mei4xiao4	meixiao
美协	mei3xie2	meixie
眉心	mei2xin1	meixin
没心肝	mei2xin1gan1	meixingan
没心没肺	mei2xin1mei2fei4	meixinmeifei
妹婿	mei4xu4	meixv
美学	mei3xue2	meixve
美学观	mei3xue2guan1	meixvegub
美学家	mei3xue2jia1	meixvejia
妹子	mei4zi5	meiz
煤渣	mei2zha1	meizha
美展	mei3zhan3	meizhan
没招	mei2zhao1	meizhao
没辙	mei2zhe2	meizhe
没治	mei2zhi4	meizhi
没治了	mei2zhi4le5	meizhil
每种	mei3zhong3	meizhog
美中不足	mei3zhong1bu4zu2	meizhogbuzu
美洲豹	mei3zhou1bao4	meizhoubao
美洲虎	mei3zhou1hu3	meizhouhu
美专	mei3zhuan1	meizhub
没准	mei2zhun3	meizhun
没着落	mei2zhuo2luo4	meizhuoluo
没着没落	mei2zhuo2mei2lao4	meizhuomeilao
美滋滋	mei3zi1zi1	meizz
门把	men2ba4	menba
门板	men2ban3	menban
门把手	men2ba3shou3	menbashou
门窗	men2chuang1	menchuag
门当户对	men2dang1hu4dui4	mendaghudui
门道	men2dao4	mendao
门灯	men2deng1	mendeg
门第	men2di4	mendi
门店	men2dian4	mendib
门钉	men2ding1	mendig
门洞	men2dong4	mendog
门斗	men2dou3	mendou
门对	men2dui4	mendui
门墩	men2dun1	mendun
门阀	men2fa2	menfa
门房	men2fang2	menfag
门缝	men2feng4	menfeg
门扉	men2fei1	menfei
门岗	men2gang3	mengag
闷棍	men1gun4	mengun
门户	men2hu4	menhu
门环	men2huan2	menhub
闷葫芦	men4hu2lu3	menhulu
门户之见	men2hu4zhi1jian4	menhuzhijib
门牙	men2ya2	menia
门将	men2jiang4	menjiag
门径	men2jing4	menjig
门禁	men2jin4	menjin
门禁森严	men2jin4sen1yan2	menjinsenib
闷酒	men1jiu3	menjiu
门槛	men2kan3	menkan
门客	men2ke4	menke
门可罗雀	men2ke3luo2que4	menkeluoqve
门框	men2kuang4	menkuag
门廊	men2lang2	menlag
门类	men2lei4	menlei
门吏	men2li4	menli
门帘	men2lian2	menlib
门铃	men2ling2	menlig
门楼	men2lou2	menlou
门路	men2lu4	menlu
门楣	men2mei2	menmei
闷闷	men1men1	menmen
闷闷不乐	men4men4bu4le4	menmenbul
门面	men2mian4	menmib
门钮	men2niu3	menniu
门派	men2pai4	menpai
门牌号	men2pai2hao4	menpaihao
门票	men2piao4	menpiao
闷气	men1qi4	menq
门墙	men2qiang2	menqiag
门前三包	men2qian2san1bao1	menqibsanbao
门球	men2qiu2	menqiu
门券	men2quan4	menqvb
闷热	men1re4	menre
门人	men2ren2	menren
闷死	men1si3	mens
门扇	men2shan4	menshan
门生	men2sheng1	mensheg
闷声不响	men1sheng1bu4xiang3	menshegbuxiag
门神	men2shen2	menshen
门市	men2shi4	menshi
门市部	men2shi4bu4	menshi-bu
门首	men2shou3	menshou
门闩	men2shuan1	menshub
门锁	men2suo3	mensuo
门庭	men2ting2	mentig
门庭冷落	men2ting2leng3luo4	mentiglegluo
门庭若市	men2ting2ruo4shi4	mentigruoshi
闷头	men1tou2	mentou
门徒	men2tu2	mentu
门望	men2wang4	menuag
门外汉	men2wai4han4	menuaihan
门卫	men2wei4	menui
闷响	men1xiang3	menxiag
门限	men2xian4	menxib
门形	men2xing2	menxig
门子	men2zi5	menz
门诊	men2zhen3	menzhen
门诊部	men2zhen3bu4	menzhenbu
门诊量	men2zhen3liang4	menzhenliag
门诊室	men2zhen3shi4	menzhenshi
魔法	mo2fa3	mfa
模仿	mo2fang3	mfag
模范	mo2fan4	mfan
莫非	mo4fei1	mfei
抹粉	mo3fen3	mfen
莫高窟	mo4gao1ku1	mgaoku
磨工	mo2gong1	mgog
蘑菇	mo2gu1	mgu
磨光	mo2guang1	mguag
魔怪	mo2guai4	mguai
魔鬼	mo2gui3	mgui
莫过于	mo4guo4yu2	mguov
莫过于此	mo4guo4yu2ci3	mguovc
蘑菇云	mo2gu1yun2	mguvn
磨合	mo2he2	mhe
抹黑	mo3hei1	mhei
末后	mo4hou4	mhou
模糊	mo2hu1	mhu
魔幻	mo2huan4	mhub
模糊不清	mo2hu4bu4qing1	mhu-buqig
抹灰	mo4hui1	mhui
妙笔	miao4bi3	miaobi
秒表	miao3biao3	miaobiao
妙不可言	miao4bu4ke3yan2	miaobuke-ib
妙策	miao4ce4	miaoce
描出	miao2chu1	miaochu
瞄到	miao2dao4	miaodao
妙法	miao4fa3	miaofa
妙方	miao4fang1	miaofag
庙号	miao4hao4	miaohao
描红	miao2hong2	miaohog
描画	miao2hua4	miaohua
描绘	miao2hui4	miaohui
妙药	miao4yao4	miaoiao
妙音	miao4yin1	miaoin
妙用	miao4yong4	miaoiog
妙计	miao4ji4	miaoj
苗家	miao2jia1	miaojia
妙境	miao4jing4	miaojig
描金	miao2jin1	miaojin
妙龄	miao4ling2	miaolig
妙论	miao4lun4	miaolun
渺茫	miao3mang2	miaomag
描眉	miao2mei2	miaomei
庙门	miao4men2	miaomen
苗苗	miao2miao2	miaomiao
描摹	miao2mo2	miaomo
苗木	miao2mu4	miaomu
苗圃	miao2pu3	miaopu
妙趣	miao4qu4	miaoqv
妙趣横生	miao4qu4heng2sheng1	miaoqvhegsheg
妙人	miao4ren2	miaoren
藐视	miao3shi4	miaoshi
妙手	miao4shou3	miaoshou
妙手回春	miao4shou3hui2chun1	miaoshouhuichun
描述	miao2shu4	miaoshu
描述性	miao2shu4xing4	miaoshuxig
妙算	miao4suan4	miaosub
庙堂	miao4tang2	miaotag
苗条	miao2tiao2	miaotiao
苗头	miao2tou2	miaotou
描图	miao2tu2	miaotu
妙文	miao4wen2	miaoun
渺无人烟	miao3wu2ren2yan1	miaourenib
庙宇	miao4yu3	miaov
渺小	miao3xiao3	miaoxiao
描线	miao2xian4	miaoxib
描写	miao2xie3	miaoxie
描叙	miao2xu4	miaoxv
苗子	miao2zi5	miaoz
苗寨	miao2zhai4	miaozhai
妙招	miao4zhao1	miaozhao
秒针	miao3zhen1	miaozhen
苗种	miao2zhong3	miaozhog
庙祝	miao4zhu4	miaozhu
瞄准	miao2zhun3	miaozhun
瞄准器	miao2zhun3qi4	miaozhunq
棉袄	mian2ao3	mibao
密报	mi4bao4	mi-bao
面板	mian4ban3	mibban
面包	mian4bao1	mibbao
面包车	mian4bao1che1	mibbaoche
面包房	mian4bao1fang2	mibbaofag
面包片	mian4bao1pian4	mibbaopib
面包屑	mian4bao1xie4	mibbaoxie
绵薄之力	mian2bao2zhi1li4	mibbaozhili
面北	mian4bei3	mibbei
面壁	mian4bi4	mibbi
面禀	mian4bing3	mibbig
棉布	mian2bu4	mibbu
免不得	mian3bu4de5	mibbud
面不改色	mian4bu4gai3se4	mibbugaise
免不了	mian3bu4liao3	mibbuliao
绵长	mian2chang2	mibchag
面呈	mian4cheng2	mibcheg
面陈	mian4chen2	mibchen
免除	mian3chu2	mibchu
面磁距	mian4ci2ju4	mibcjv
面带	mian4dai4	mibdai
棉大衣	mian2da4yi1	mibda-i
面带微笑	mian4dai4wei1xiao4	mibdaiuixiao
免得	mian3de5	mibde
面的	mian4di2	mibdi
免掉	mian3diao4	mibdiao
面点	mian4dian3	mibdib
面对	mian4dui4	mibdui
面对面	mian4dui4mian4	mibduimib
面额	mian4e2	mibe
秘本	mi4ben3	mi-ben
棉纺	mian2fang3	mibfag
棉纺厂	mian2fang3chang3	mibfagchag
棉纺业	mian2fang3ye4	mibfagie
棉纺织	mian2fang3zhi1	mibfagzhi
免费	mian3fei4	mibfei
面粉	mian4fen3	mibfen
面粉厂	mian4fen3chang3	mibfenchag
棉服	mian2fu2	mibfu
面告	mian4gao4	mibgao
绵亘	mian2gen4	mibgen
免冠	mian3guan1	mibgub
免冠照	mian3guan1zhao4	mibgubzhao
面红耳赤	mian4hong2er3chi4	mibhogerchi
面糊	mian4hu4	mibhu
棉花	mian2hua1	mibhua
面黄肌瘦	mian4huang2ji1shou4	mibhuagjshou
缅怀	mian3huai2	mibhuai
免祸	mian3huo4	mibhuo
免疫	mian3yi4	mibi
密闭	mi4bi4	mi-bi
绵羊	mian2yang2	mibiag
绵羊皮	mian2yang2pi2	mibiagpi
绵延	mian2yan2	mibib
绵延不断	mian2yan2bu4duan4	mibibbudub
面影	mian4ying3	mibig
米饼	mi3bing3	mi-big
免疫力	mian3yi4li4	mibili
面有难色	mian4you3nan2se4	mibiunanse
面积	mian4ji1	mibj
面颊	mian4jia2	mibjia
面酱	mian4jiang4	mibjiag
面交	mian4jiao1	mibjiao
免检	mian3jian3	mibjib
面筋	mian4jin1	mibjin
面巾纸	mian4jin1zhi3	mibjinzhi
面具	mian4ju4	mibjv
面孔	mian4kong3	mibkog
棉裤	mian2ku4	mibku
免礼	mian3li3	mibli
面料	mian4liao4	mibliao
绵连	mian2lian2	miblib
棉铃	mian2ling2	miblig
棉铃虫	mian2ling2chong2	mibligchog
面临	mian4lin2	miblin
绵里针	mian2li3zhen1	mibli-zhen
棉麻	mian2ma2	mibma
面貌	mian4mao4	mibmao
面貌一新	mian4mao4yi1xin1	mibmaoixin
面门	mian4men2	mibmen
绵密	mian2mi4	mibmi
绵绵	mian2mian2	mibmib
面面观	mian4mian4guan1	mibmibgub
面面俱到	mian4mian4ju4dao4	mibmibjvdao
勉勉强强	mian3mian3qiang3qiang3	mibmibqiagqiag
面面相觑	mian4mian4xiang1qu4	mibmibxiagqv
面密度	mian4mi4du4	mibmi-du
面命	mian4ming4	mibmig
面膜	mian4mo2	mibmo
面目	mian4mu4	mibmu
面目一新	mian4mu4yi1xin1	mibmu-ixin
面目可憎	mian4mu4ke3zeng1	mibmu-kzeg
面目全非	mian4mu4quan2fei1	mibmu-qvbfei
面目狰狞	mian4mu4zheng1ning2	mibmu-zhegnig
棉农	mian2nong2	mibnog
面庞	mian4pang2	mibpag
棉袍	mian2pao2	mibpao
面盆	mian4pen2	mibpen
面皮	mian4pi2	mibpi
免票	mian3piao4	mibpiao
面片	mian4pian4	mibpib
勉强	mian3qiang3	mibqiag
面前	mian4qian2	mibqib
棉球	mian2qiu2	mibqiu
免去	mian3qu4	mibqv
面人	mian4ren2	mibren
面容	mian4rong2	mibrog
绵软	mian2ruan3	mibrub
面如冠玉	mian4ru2guan1yu4	mibrugubv
面如死灰	mian4ru2si3hui1	mibrusihui
面如土色	mian4ru2tu3se4	mibrutuse
面色	mian4se4	mibse
棉纱	mian2sha1	mibsha
面商	mian4shang1	mibshag
面善	mian4shan4	mibshan
面生	mian4sheng1	mibsheg
面世	mian4shi4	mibshi
面授	mian4shou4	mibshou
面授机宜	mian4shou4ji1yi2	mibshoujii
面熟	mian4shu2	mibshu
免税	mian3shui4	mibshui
免税店	mian3shui4dian4	mibshuidib
免俗	mian3su2	mibsu
免烫	mian3tang4	mibtag
面谈	mian4tan2	mibtan
免提	mian3ti2	mibti
面条	mian4tiao2	mibtiao
棉田	mian2tian2	mibtib
面团	mian4tuan2	mibtub
弥补	mi2bu3	mi-bu
面无表情	mian4wu2biao3qing2	mibu-biaoqig
免为	mian3wei2	mibui
勉为其难	mian3wei2qi2nan2	mibuiqnan
密不可分	mi4bu4ke3fen1	mi-bukfen
面无人色	mian4wu2ren2se4	miburense
密不透风	mi4bu4tou4feng1	mi-butoufeg
免于	mian3yu2	mibv
面向	mian4xiang4	mibxiag
棉线	mian2xian4	mibxib
面谢	mian4xie4	mibxie
面型	mian4xing2	mibxig
面叙	mian4xu4	mibxv
面儿	mian4er1	mibyr
面子	mian4zi5	mibz
免遭	mian3zao1	mibzao
免战	mian3zhan4	mibzhan
免战牌	mian3zhan4pai2	mibzhanpai
面罩	mian4zhao4	mibzhao
面折	mian4zhe2	mibzhe
免征	mian3zheng1	mibzheg
免职	mian3zhi2	mibzhi
棉制品	mian2zhi4pin3	mibzhipin
面砖	mian4zhuan1	mibzhub
免罪	mian3zui4	mibzui
密藏	mi4cang2	micag
迷彩	mi2cai3	micai
迷彩服	mi2cai3fu2	micaifu
眯成	mi1cheng2	micheg
米尺	mi3chi3	michi
秘传	mi4chuan2	michub
米醋	mi3cu4	micu
米袋	mi3dai4	midai
米袋子	mi3dai4zi5	midaiz
迷倒	mi2dao3	midao
觅得	mi4de2	mide
迷瞪	mi2deng4	mideg
谜底	mi2di3	midi
密电	mi4dian4	midib
密度	mi4du4	midu
灭灯	mie4deng1	miedeg
灭顶	mie4ding3	miedig
灭顶之灾	mie4ding3zhi1zai1	miedigzhizai
灭国	mie4guo2	mieguo
灭火	mie4huo3	miehuo
灭火器	mie4huo3qi4	miehuoq
灭迹	mie4ji4	miej
灭绝	mie4jue2	miejve
灭绝人性	mie4jue2ren2xing4	miejverenxig
灭菌	mie4jun1	miejvn
灭口	mie4kou3	miekou
灭门	mie4men2	miemen
秘而不宣	mi4er2bu4xuan1	mi-erbuxvb
米尔斯场	mi3er3si1chang3	mi-erschag
蔑视	mie4shi4	mieshi
灭亡	mie4wang2	mieuag
灭种	mie4zhong3	miezhog
灭族	mie4zu2	miezu
秘法	mi4fa3	mifa
密访	mi4fang3	mifag
米饭	mi3fan4	mifan
密封	mi4feng1	mifeg
糜费	mi2fei4	mifei
米粉	mi3fen3	mifen
米格	mi3ge2	mi-g
米缸	mi3gang1	mi-gag
米盖	mi3gai4	mi-gai
明暗	ming2an4	migan
密告	mi4gao4	mi-gao
命薄	ming4bo2	migb
明白	ming2bai2	migbai
明白人	ming2bai2ren2	migbairen
明白无误	ming2bai2wu2wu4	migbaiuu
明摆着	ming2bai3zhe5	migbaizhe
命笔	ming4bi3	migbi
名表	ming2biao3	migbiao
明辨	ming2bian4	migbib
名不副实	ming2bu4fu4shi2	migbufushi
鸣不平	ming2bu4ping2	migbupig
名不虚传	ming2bu4xu1chuan2	migbuxvchub
名词	ming2ci2	migc
名菜	ming2cai4	migcai
名册	ming2ce4	migce
明察	ming2cha2	migcha
明察暗访	ming2cha2an4fang3	migchaanfag
鸣唱	ming2chang4	migchag
名产	ming2chan3	migchan
明察秋毫	ming2cha2qiu1hao2	migchaqiuhao
名车	ming2che1	migche
名称	ming2cheng1	migcheg
明晨	ming2chen2	migchen
名吃	ming2chi1	migchi
明处	ming2chu3	migchu
名垂青史	ming2chui2qing1shi3	migchuiqigshi
明春	ming2chun1	migchun
名存实亡	ming2cun2shi2wang2	migcunshi-uag
命大	ming4da4	migda
名单	ming2dan1	migdan
明道	ming2dao4	migdao
明灯	ming2deng1	migdeg
鸣笛	ming2di2	migdi
名店	ming2dian4	migdib
命定	ming4ding4	migdig
名都	ming2dou1	migdou
明断	ming2duan4	migdub
名额	ming2e2	mige
鸣放	ming2fang4	migfag
明矾	ming2fan2	migfan
名分	ming2fen1	migfen
名副其实	ming2fu4qi2shi2	migfu-qshi
名歌	ming2ge1	migg
铭感	ming2gan3	miggan
命根	ming4gen1	miggen
命根子	ming4gen1zi5	miggenz
明公	ming2gong1	miggog
鸣鼓	ming2gu3	miggu
命官	ming4guan1	miggub
名贵	ming2gui4	miggui
名号	ming2hao4	mighao
明后天	ming2hou4tian1	mighoutib
名湖	ming2hu2	mighu
名花	ming2hua1	mighua
明黄	ming2huang2	mighuag
明晃晃	ming2huang3huang3	mighuaghuag
名花有主	ming2hua1you3zhu3	mighua-iuzhu
名讳	ming2hui4	mighui
明火	ming2huo3	mighuo
明火执仗	ming2huo3zhi2zhang4	mighuozhizhag
名义	ming2yi4	migi
名扬四海	ming2yang2si4hai3	migiagsihai
名扬天下	ming2yang2tian1xia4	migiagtibxia
名药	ming2yao4	migiao
名言	ming2yan2	migib
明眼人	ming2yan3ren2	migibren
名演员	ming2yan3yuan2	migibvb
明艳照人	ming2yan4zhao4ren2	migibzhaoren
名义上	ming2yi4shang4	migishag
名优	ming2you1	migiu
名优特新	ming2you1te4xin1	migiutxin
铭记	ming2ji4	migj
名家	ming2jia1	migjia
名将	ming2jiang4	migjiag
名教	ming2jiao4	migjiao
鸣叫声	ming2jiao4sheng1	migjiaosheg
明鉴	ming2jian4	migjib
名节	ming2jie2	migjie
明镜	ming2jing4	migjig
鸣金	ming2jin1	migjin
鸣金收兵	ming2jin1shou1bing1	migjinshoubig
名酒	ming2jiu3	migjiu
名句	ming2ju4	migjv
名角	ming2jue2	migjve
明君	ming2jun1	migjvn
铭记在心	ming2ji4zai4xin1	migjzaixin
铭刻	ming2ke4	migke
命苦	ming4ku3	migku
明快	ming2kuai4	migkuai
明朗	ming2lang3	miglag
明朗化	ming2lang3hua4	miglaghua
命里	ming4li3	migli
明亮	ming2liang4	migliag
明里暗里	ming2li3an4li3	migli-anli
明了	ming2liao3	migliao
名利场	ming2li4chang3	migli-chag
名列	ming2lie4	miglie
名列榜首	ming2lie4bang3shou3	migliebagshou
名列前茅	ming2lie4qian2mao2	miglieqibmao
命令	ming4ling4	miglig
命令式	ming4ling4shi4	migligshi
名利双收	ming2li4shuang1shou1	migli-shuagshou
名流	ming2liu2	migliu
命里注定	ming4li3zhu4ding4	migli-zhudig
名录	ming2lu4	miglu
鸣锣	ming2luo2	migluo
鸣锣开道	ming2luo2kai1dao4	migluokaidao
名落孙山	ming2luo4sun1shan1	migluosunshan
明码	ming2ma3	migma
明码标价	ming2ma3biao1jia4	migmabiaojia
命脉	ming4mai4	migmai
名满天下	ming2man3tian1xia4	migmantibxia
明媚	ming2mei4	migmei
明媒正娶	ming2mei2zheng4qu3	migmeizhegqv
名门	ming2men2	migmen
名门望族	ming2men2wang4zu2	migmenuagzu
明面	ming2mian4	migmib
明灭	ming2mie4	migmie
命名	ming4ming2	migmig
明明白白	ming2ming2bai2bai2	migmigbaibai
名模	ming2mo2	migmo
明眸	ming2mou2	migmou
明眸皓齿	ming2mou2hao4chi3	migmouhaochi
名目	ming2mu4	migmu
名目繁多	ming2mu4fan2duo1	migmu-fanduo
明目张胆	ming2mu4zhang1dan3	migmu-zhagdan
明年	ming2nian2	mignib
迷宫	mi2gong1	mi-gog
名牌	ming2pai2	migpai
鸣炮	ming2pao4	migpao
名片	ming2pian4	migpib
名品	ming2pin3	migpin
名气	ming2qi4	migq
鸣枪	ming2qiang1	migqiag
明前	ming2qian2	migqib
明清	ming2qing1	migqig
鸣禽	ming2qin2	migqin
名曲	ming2qu3	migqv
明确	ming2que4	migqve
明日	ming2ri4	migr
明人	ming2ren2	migren
明日黄花	ming2ri4huang2hua1	migrhuaghua
名儒	ming2ru2	migru
名色	ming2se4	migse
名刹	ming2sha1	migsha
名商	ming2shang1	migshag
名山	ming2shan1	migshan
名声	ming2sheng1	migsheg
名声大振	ming2sheng1da4zhen4	migshegdazhen
名胜古迹	ming2sheng4gu3ji4	migshegguj
名士	ming2shi4	migshi
明视场	ming2shi4chang3	migshichag
名实相符	ming2shi2xiang1fu2	migshixiagfu
名手	ming2shou3	migshou
命数	ming4shu4	migshu
明说	ming2shuo1	migshuo
名宿	ming2su4	migsu
名堂	ming2tang2	migtag
名特优	ming2te4you1	migte-iu
名特优新	ming2te4you1xin1	migte-iuxin
命题	ming4ti2	migti
明天	ming2tian1	migtib
名帖	ming2tie3	migtie
名头	ming2tou2	migtou
命途	ming4tu2	migtu
名物	ming2wu4	migu
名望	ming2wang4	miguag
明晚	ming2wan3	migub
名为	ming2wei2	migui
明文	ming2wen2	migun
明文规定	ming2wen2gui1ding4	migunguidig
名闻遐迩	ming2wen2xia2er3	migunxiaer
名誉	ming2yu4	migv
鸣冤	ming2yuan1	migvb
明月	ming2yue4	migve
命运	ming4yun4	migvn
命运多舛	ming4yun4duo1chuan3	migvnduochub
名誉权	ming2yu4quan2	migvqvb
名誉扫地	ming2yu4sao3di4	migvsaodi
明细	ming2xi4	migx
明细表	ming2xi4biao3	migxbiao
名下	ming2xia4	migxia
鸣响	ming2xiang3	migxiag
名校	ming2xiao4	migxiao
名下无虚	ming2xia4wu2xu1	migxiauxv
明显	ming2xian3	migxib
明星	ming2xing1	migxig
明星队	ming2xing1dui4	migxigdui
铭心	ming2xin1	migxin
铭心刻骨	ming2xin1ke4gu3	migxinkgu
明信片	ming2xin4pian4	migxinpib
明修栈道	ming2xiu1zhan4dao4	migxiuzhandao
名学	ming2xue2	migxve
明训	ming2xun4	migxvn
明细账	ming2xi4zhang4	migxzhag
明儿	ming2er1	migyr
明儿个	ming2er1ge4	migyrg
名字	ming2zi4	migz
命在旦夕	ming4zai4dan4xi1	migzaidanx
明早	ming2zao3	migzao
名噪一时	ming2zao4yi1shi2	migzaoishi
名章	ming2zhang1	migzhag
明哲保身	ming2zhe2bao3shen1	migzhebaoshen
明证	ming2zheng4	migzheg
明争暗斗	ming2zheng1an4dou4	migzhegandou
明正典刑	ming2zheng4dian3xing2	migzhegdibxig
名正言顺	ming2zheng4yan2shun4	migzhegibshun
名镇	ming2zhen4	migzhen
明智	ming2zhi4	migzhi
明知道	ming2zhi1dao4	migzhidao
明知故犯	ming2zhi1gu4fan4	migzhi-gufan
明知故问	ming2zhi1gu4wen4	migzhi-guun
明治维新	ming2zhi4wei2xin1	migzhi-uixin
命中	ming4zhong4	migzhog
命中率	ming4zhong1lv4	migzhoglv
命中注定	ming4zhong1zhu4ding4	migzhogzhudig
明珠	ming2zhu1	migzhu
名状	ming2zhuang4	migzhuag
鸣啭	ming2zhuan4	migzhub
名作	ming2zuo4	migzuo
名作家	ming2zuo4jia1	migzuojia
弥合	mi2he2	mih
米行	mi3hang2	mihag
密函	mi4han2	mihan
迷糊	mi2hu4	mihu
米黄	mi3huang2	mihuag
米黄色	mi3huang2se4	mihuagse
迷幻	mi2huan4	mihub
迷幻药	mi2huan4yao4	mihubiao
密会	mi4hui4	mihui
迷昏	mi2hun1	mihun
迷魂药	mi2hun2yao4	mihuniao
迷魂汤	mi2hun2tang1	mihuntag
迷魂阵	mi2hun2zhen4	mihunzhen
迷惑	mi2huo4	mihuo
迷惑不解	mi2huo4bu4jie3	mihuobujie
密议	mi4yi4	mii
密钥	mi4yao4	miiao
眯眼	mi1yan3	miib
密友	mi4you3	miiu
密集	mi4ji2	mij
米价	mi3jia4	mijia
密件	mi4jian4	mijib
密接	mi4jie1	mijie
迷津	mi2jin1	mijin
米酒	mi3jiu3	mijiu
蜜桔	mi4ju2	mijv
秘诀	mi4jue2	mijve
密集型	mi4ji2xing2	mijxig
米糠	mi3kang1	mikag
迷狂	mi2kuang2	mikuag
糜烂	mi2lan4	milan
米老鼠	mi3lao3shu3	milaoshu
弥勒	mi2le4	mile
弥勒佛	mi2le4fo2	milef
迷离	mi2li2	mili
迷恋	mi2lian4	milib
密令	mi4ling4	milig
密林	mi4lin2	milin
弥留	mi2liu2	miliu
迷路	mi2lu4	milu
迷乱	mi2luan4	milub
密码	mi4ma3	mima
迷茫	mi2mang2	mimag
密麻麻	mi4ma2ma2	mimama
弥漫	mi2man4	miman
密码箱	mi4ma3xiang1	mimaxiag
迷蒙	mi2meng2	mimeg
秘密	mi4mi4	mimi
米面	mi3mian4	mimib
密密层层	mi4mi4ceng2ceng2	mimi-cegceg
迷迷糊糊	mi2mi2hu2hu2	mimi-huhu
密密麻麻	mi4mi4ma2ma2	mimi-mama
迷迷蒙蒙	mi2mi2meng2meng2	mimi-megmeg
密密实实	mi4mi4shi2shi2	mimi-shishi
密密匝匝	mi4mi4za1za1	mimi-zaza
密谋	mi4mou2	mimou
民办	min2ban4	minban
民变	min2bian4	minbib
民兵	min2bing1	minbig
民不聊生	min2bu4liao2sheng1	minbuliaosheg
民财	min2cai2	mincai
民船	min2chuan2	minchub
民调	min2diao4	mindiao
民法	min2fa3	minfa
民房	min2fang2	minfag
民风	min2feng1	minfeg
民愤	min2fen4	minfen
民夫	min2fu1	minfu
民歌	min2ge1	ming
敏感	min3gan3	mingan
敏感度	min3gan3du4	mingandu
敏感区	min3gan3qu1	minganqv
敏感性	min3gan3xing4	minganxig
民告官	min2gao4guan1	mingaogub
民工	min2gong1	mingog
民工潮	min2gong1chao2	mingogchao
民国	min2guo2	minguo
民航	min2hang2	minhag
民航机	min2hang2ji1	minhagj
敏慧	min3hui4	minhui
民意	min2yi4	mini
迷你	mi2ni3	mi-ni
民谣	min2yao2	miniao
泌尿	mi4niao4	mi-niao
泌尿科	mi4niao4ke1	mi-niaok
民谚	min2yan4	minib
民营	min2ying2	minig
民用	min2yong4	miniog
迷你裙	mi2ni3qun2	mi-niqvn
迷你型	mi2ni3xing2	mi-nixig
民家	min2jia1	minjia
民间	min2jian1	minjib
民间舞	min2jian1wu3	minjibu
民间性	min2jian1xing4	minjibxig
敏捷	min3jie2	minjie
民警	min2jing3	minjig
民进	min2jin4	minjin
民居	min2ju1	minjv
民力	min2li4	minli
民盟	min2meng2	minmeg
民命	min2ming4	minmig
民女	min2nv3	minnv
民品	min2pin3	minpin
民气	min2qi4	minq
民情	min2qing2	minqig
民权	min2quan2	minqvb
敏锐	min3rui4	minrui
民生	min2sheng1	minsheg
民事	min2shi4	minshi
民事诉讼	min2shi4su4song4	minshisusog
民俗	min2su2	minsu
民俗学	min2su2xue2	minsuxve
民田	min2tian2	mintib
民庭	min2ting2	mintig
民团	min2tuan2	mintub
民望	min2wang4	minuag
民委	min2wei3	minui
米诺	mi3nuo4	mi-nuo
敏于	min3yu2	minv
民怨	min2yuan4	minvb
民怨沸腾	min2yuan4fei4teng2	minvbfeiteg
民乐	min2yue4	minve
民运	min2yun4	minvn
民心	min2xin1	minxin
民选	min2xuan3	minxvb
民宅	min2zhai2	minzhai
民政	min2zheng4	minzheg
民智	min2zhi4	minzhi
民脂民膏	min2zhi1min2gao1	minzhimingao
民众	min2zhong4	minzhog
民主	min2zhu3	minzhu
民主国	min2zhu3guo2	minzhuguo
民主化	min2zhu3hua4	minzhuhua
民主派	min2zhu3pai4	minzhupai
民主制	min2zhu3zhi4	minzhuzhi
民族	min2zu2	minzu
民族宫	min2zu2gong1	minzugog
民族观	min2zu2guan1	minzugub
民族化	min2zu2hua4	minzuhua
